name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"AWO JugendhilfeNetz ""Familiennest Marienthal"", Zwickau","Eschenweg 40
08060 Zwickau",Frau: Susann Beyer,0375 / 36 08 79 71,0375 / 36 08 79 70,familiennest.marienthal@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Familienwohngruppe, Zwickau","Helmholtzstraße 19
08056 Zwickau",Leiterin: Christina Lenk,0375 / 2 70 38 94,0375 / 2 73 78 48,familienwohngruppe@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Jugendwohngruppe, Zwickau","Katharinenstraße 8
08056 Zwickau",Leiter: Torsten Wolf,0375/2737771,0375/2737848,jwg@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Kinderhaus ""Sonnenhöhe"", Zwickau","Hofleite 2
08056 Zwickau",Leiterin: Ina Weltzer,0375 / 21 33 73,0375 / 2 73 78 48,jugendhilfenetz@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Schulsozialarbeit Fucikschule, Zwickau","Ernst-Grube-Straße 76
08062 Zwickau",Ansprechpartnerin: Jenny Kalkreuter,0176 / 21 82 95 64,,schulsozialarbeit@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Sozialpädagogische Familienhilfe, Zwickau","Kosmonautenstraße 3
08066 Zwickau",Ansprechpartnerin: Antje Meier,0375 / 2 73 99 37,0375 / 2 73 99 37,spfh-zwickau@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO JugendhilfeNetz Sozialpädagogische Familienhilfe, Hohenstein-Ernstthal","August-Bebel-Straße 3
09337 Hohenstein-Ernstthal",Ansprechpartnerin: Antje Meier,03723 / 4 20 36,03723 / 4 01 97 21,spfh-hot@awo-zwickau.de,http://https://www.awo-zwickau.de/kinder-jugend/jugendhilfe-netz,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"AWO Jugendtreff ""check out"", Dresden","Bahnhofstraße 21
01259 Dresden",,0351 2001476,0351 2001476,info18@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Jugendzentrum ,,High Life'', Auerbach","Eisenbahnstraße 49
08209 Auerbach",Leiter: Alexander Seidel,03744 211022,03744 171499,high-life@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"AWO Kinder- und Jugendhaus Neustadt, Neustadt in Sachsen","Heinrich-Heine-Straße 15
01844 Neustadt in Sachsen",,03596 509548,03596 509543,info23@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kinder- und Jugendhaus Pappritz, Dresden","Wachwitzer Höhenweg 1
01328 Dresden",,0351 26308818,0351 26308822,info36@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kinder- und Jugendheim ""Haus Engelhardt"", Strehla","Sahlassaner Straße 1b
01616 Strehla",,035264 980-0,035264 980-10,mail16@awo-in-sachsen.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kinder- und Jugendhilfe, Treuen","Innere Herlasgrüner Straße 53
08233 Treuen",Abteilungsleiterin KJH: Steffi Macal,037468 6782811,037468 67843,s.macal@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"AWO Kinder- und Jugendwohnen ""Tannenmühle"" Erlbach, Markneukirchen","Klingenthaler Str. 66 Markneukirchen, OT Erlbach
08258 Markneukirchen",Ansprechpartnerin: Frau Dr. Puggel & Frau Langhammer,037422-6196,037422-2364,kht@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Kindertageseinrichtung ""Gänseblümchen"", Coswig","Oberseite 2
01640 Coswig",,03523 71534,03523 774297,info9@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung ""Gäste der Buche"", Dresden","Ermelstraße 20
01277 Dresden",,0351 3100895,0351 3129955,info7@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung ""Kleeblatt"", Moritzburg","An der Triebe 4
01468 Moritzburg",,8304470,0351 79515837,info10@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung ""Pusteblume"", Dresden","Saalhausener Straße 44
01159 Dresden",,0351 4116541,0351 4137700,info4@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung ""Schatzfinder am Kiessee"", Pirna","Pratzschwitzer Straße 198 a
01796 Pirna",,03501 524492,03501 571508,info15@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung ""Sonnenland"", Gröditz","Fröbelstraße 67
01609 Gröditz",,035263 67527,035263 34825,mail15@awo-in-sachsen.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung Bahnhofstraße, Dresden","Bahnhofstraße 52
01259 Dresden",,0351 2031338,0351 2025484,info6@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertageseinrichtung Kaitzer Straße, Dresden","Kaitzer Straße 73
01187 Dresden",,0351 4718166,0351 4519026,info5@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kindertagesstätte ""Haidenest"" , Burgstädt","Tauraer Str. 21, Burgstädt OT Herrenhaide
09217 Burgstädt",Ansprechpartnerin: Frau Raabe,03724-2393,03724-6667874,kita.herrenhaide@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Kindertagesstätte ""Pusteblume"", Burgstädt","Mohsdorfer Str. 41
09217 Burgstädt",Ansprechpartnerin: Frau Herzog,03724-2420,03724-6667877,kita.burgstaedt@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Kindertagesstätte ""Regenbogen"", Mittweida","Johann-Sebastian-Bach-Str. 10
09648 Mittweida",Ansprechpartnerin: Frau Schulze,03727-2842,03727-2868,kita.mittweida@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Kita ""Bergstadtzwerge"", Freiberg","Schillerstraße 5
09599 Freiberg",Leiterin: Katja Kranz,03731/22405,,kita.bergstadtzwerge@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Kita ""Kinderland"", Brand-Erbisdorf","Dr.-W.-Külz-Straße 16 a
09618 Brand-Erbisdorf",Leiterin: Petra Morgenstern,037322/8292,,kita.kinderland@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Kita ""Langenauer Spatzen, Brand-Erbisdorf","Anton-Günther-Steig 6 a
09618 Brand-Erbisdorf",Leiterin: Andrea Wittig,037322/520501,,kita.langenau@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Kompetenzzentrum Demenz, Freiberg","Karl-Günzel-Straße 1
09599 Freiberg",Pflegedienstleiterin: Beatrix Sandig,03731/795-593,,,,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Kontakt- und Beratungsstelle für Gerontopsychiatrie, Demenz und Alzheimer ""GERDA"", Dresden","Herzberger Straße 2-4
0351 Dresden",,0351 28916-15,0351 28916-17,mail17@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V., Annaberg-Buchholz","Gabelsbergerstraße 6
09456 Annaberg-Buchholz",Geschäftsführender Vorstand: Jens Gundermann,03733/188050,03733/188055,post@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"AWO Kurzzeitpflege, Freiberg","Karl-Günzel-Straße 1
09599 Freiberg",Ansprechpartner: Frau Brück-Schumann,03731/795-763,,kurzzeitpflege@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Migrationsberatung für erwachsene Zuwanderer, Pirna","Gerichtsstraße 4
01796 Pirna",,03501 528175,03501 5091588,migration2@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Migrationsberatung für erwachsene Zuwanderer, Dresden","Prohliser Allee 10
01239 Dresden",,0351 2881999,0351 26066388,migration1@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Migrationsberatung für erwachsene Zuwanderer | Außenstelle Neustadt, Neustadt in Sachsen","Bahnhofstraße 36
01844 Neustadt in Sachsen",Anrede: Vorname Nachname,03501 528175,03501 528175,migration2@awo-sonnenstein.de,http://www.awo-sonnenstein.de,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Mutter-/Vater-Kind-Vorsorgeklinik, Grünhain-Beierfeld","Auer Str. 84
08344 Grünhain-Beierfeld",Ansprechpartnerin: Frau Radecker,03774-6610,03774-66145,gruenhain@awo-suedsachsen.de,http://www.vorsorgeklinik-grünhain.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Mutter-Kind-Beratung, Mittweida","Am Bahnhof 4
09648 Mittweida",Beraterinnen: Frau Gabriel   Frau Kellig,03727 9976934 / 03727 9976935,03727 9976948,skb@awo-mittweida.de,http://www.awo-mittweida.de,AWO Kreisverband Mittweida e.V.,http://www.awo-suedsachsen.de
"AWO Pflege- und Betreuungszentrum Bad Düben, Bad Düben","Lutherstraße 7 - 11
04849 Bad Düben",Frau: Elke Herrmann,034243/71020,034243/71029,pflegezentrum@awo-nordsachsen.de,http://www.awo-nordsachsen.de,AWO Nordsachsen gGmbH,http://www.awo-nordsachsen.de
"AWO Pflegewohnheim  ""DA WOHN ICH"", Breitenbrunn","Am Weißwald 11
08359 Breitenbrunn",,037756 10-0,037756 10-99,mail7@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Pflegewohnheim Cossebaude, Dresden","Erna-Berger-Straße 3 a
01156 Dresden",,0351 6417-0,0351 6417-200,mail3@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Pflegewohnheim Lohsa, Lohsa","Kindergartenweg 1
02999 Lohsa",,035724 552-0,035724 552-55,mail5@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Pflegewohnheim Rödern, Ebersbach","Ebersbacher Weg 1b
01561 Ebersbach",,035208 3989-0,035208 3989-20,mail13@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Pflegewohnheim Taubenheim, Klipphausen","Hauptstraße 51
01665 Klipphausen",,035245 726-0,035245 726-33,mail6@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Pirnaer Werkstätten, WfbM, Pirna","Schlosspark 9-12
01796 Pirna",,03501 7972-0,03501 7972-10,pirnaer-werkstaetten@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Produktionsschule ""Stellwerkstatt"", Stadt Wehlen","Bahnhofstraße 1
01829 Stadt Wehlen",,035020 759500,035020 759502,info30@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Psychosoziale Kontakt- und Beratungsstelle ""KOBS"", Dresden","Herzberger Straße 24/26
01239 Dresden",,0351 2881982,0351 2729086,kobs@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung, Freiberg","Forstweg 65
09599 Freiberg",Beraterin: Cornelia Wüstling; Ute Szellatis,03731/795-721/722,,schuldnerberatung1@awo-freiberg.de             schuldnerberatung2@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Schuldner- und Insolvenzberatung - JVA, Dresden","Hammerweg 30 | JVA
01127 Dresden",,0351 8588118,0351 8487882,sb.jva@-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung - Prohlis, Dresden","Herzberger Straße 24/26
01239 Dresden",,0351 2729084,0351 2729086,sb.prohlis@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung | Dresden-Gorbitz, Dresden","Kesselsdorfer Straße 106
01159 Dresden",,0351 50083737,0351 50083738,sb.gorbitz@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung | Dresden-Pieschen, Dresden","Leipziger Straße 97
01127 Dresden",,0351 8588118,0351 8487882,sb.pieschen@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung | Heidenau, Heidenau","Bahnhofstraße 8 | Stadthaus
01809 Heidenau",,03529 5973941,03501 444325,sb.heidenau@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung | Neustadt in Sachsen, Neustadt in Sachsen","Bahnhofstraße 36
01844  Neustadt in Sachsen",,03596 5398072,03501 443425,sb.neustadt@-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldner- und Insolvenzberatung | Pirna, Pirna","Maxim-Gorki-Straße 15
01796 Pirna",,03501 522154,03501 443425,sb.pirna@awo-sonnenstein.de,,AWO SONNENSTEIN gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schuldnerberatungsstelle, Mittweida","Am Bahnhof 4
09648 Mittweida",Beraterinnen: Frau Nitsche Frau Molnar, 03727 9973611 / 03727 9973612,03727 9973613,SB@awo-mittweida.de,http://www.awo-mittweida.de,AWO Kreisverband Mittweida e.V.,http://www.awo-suedsachsen.de
"AWO Schuldnerberatungsstelle und Insolvenzberatung, Mittweida","Am Bahnhof 4
09648 Mittweida",Beraterinnen: Frau Nitsche Frau Molnar,03727 9973611 / 03727 9973612,03727 9973613,SB@awo-mittweida.de,http://www.awo-mittweida.de,AWO Kreisverband Mittweida e.V.,http://www.awo-suedsachsen.de
"AWO Schulsozialarbeit | Praxisberater | Inklusionsassistenten, Pirna","Maxim-Gorki-Straße 15
01796 Pirna",,Mobil 0173  9750761,,katharina.mecklenburg@awo-kiju.de,http://www.awo-kiju.de,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schwangeren-, Familien- und Beratungszentrum				, Dresden","Schaufußstraße 27
01277 Dresden",,0351 3361107,0351 337981,info20@awo-kiju.de,,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Schwangerenkonfliktberatung, Flöha","Dammstraße 10
09557 Flöha",Beraterin: Ulrike Kertzsch Constanze Herold,03726/7137777,03726/7137777,schwangerenberatung@awo-freiberg.de,http://www.awo-freiberg.de,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Senioren- und Pflegeheim ""Albert Schweitzer"", Dresden","Georg-Palitzsch-Straße 10
01239 Dresden",,0351 2804612,0351 2804611,mail1@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Senioren- und Pflegeheim Seifersdorf ""Haus Waldblick""				, Dippoldiswalde","Bergstraße 137
01744 Dippoldiswalde",,03504 623-0,03504 623-149,mail4@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Seniorenclub in, Niederwiesa","Dresdner Straße 24
09577 Niederwiesa",Ansprechpartnerin: Ingeborg Schubert,03726/713833,,,,AWO Kreisverband Freiberg e.V.,http://www.awo-freiberg.de
"AWO Seniorenresidenz am Stadtpark Auerbach, Auerbach","Lamnitzer Straße 13
08209 Auerbach",Einrichtungsleiterin: Nadine Blechschmidt,03744 223012,03744 223011,n.blechschmidt@awo-vogtland.de,http://www.awo-vogtland.de,AWO Soziale Dienste Vogtland gGmbH,http://https://www.awo-vogtland.de/
"AWO Seniorenwohnanlage am Wartberg, Treuen","Kastanienweg 3 und 5
08233 Treuen",Frau: Ina Heeg,03741 7193176,,i.heeg@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"AWO Seniorenwohnanlage Rodewisch, Rodewisch","Auerbacher Straße 39-43
08228 Rodewisch",Frau: Jessica Trommer,03744 3517940,03744 3517941,j.trommer@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"AWO Seniorenzentrum  „Im Park“ Markranstädt, Markranstädt","Braustraße 19
04420 Markranstädt",Einrichtungsleiterin: Evelin Schwennicke,(034205) 42660,(034205) 426629,sz-markranstaedt@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-im-park,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum ""Am See"", Markranstädt","Oststraße 2
04420 Markranstädt",Einrichtungsleiterin: Elvira Kahl,(034205) 209251,(034205) 209279,sz-amsee@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-am-see,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum ""Bürgerheim"" (Döbeln), Döbeln","Nordstraße 2
04720 Döbeln",Einrichtungsleiterin: Sabine Karlas,(03431)  73930,(03431)  739340,sz-buergerheim@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-buergerheim,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum ""Prof. Rainer Fetscher"", Dresden","Jonsdorfer Straße 20
01259 Dresden",,0351 2042-0,0351 2042-200,mail2@awo-in-sachsen.de,,AWO Sachsen Soziale Dienste gemeinnützige GmbH,http://www.awo-in-sachsen.de
"AWO Seniorenzentrum Beerendorf (Delitzsch), Delitzsch","Beerendorfer Anger 10
04509 Delitzsch",Einrichtungsleiter: Christian Schulze,(034202) 7370,(034202) 73737,sz-beerendorf@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-beerendorf,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Burkhardtsdorf, Burkhardtsdorf","Canzlerstraße 12
09235 Burkhardtsdorf",Ansprechpartner: Frau Weißbach,03721-26340,03721-2634124,szburkhardtsdorf@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Seniorenzentrum Dahlen, Dahlen","Max-Hupfer-Str. 14
04774 Dahlen",Einrichtungsleiterin (Trainee): Yvonne Prill,(034361) 590,(034361) 59112,sz-dahlen@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-dahlen,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Döbeln, Döbeln","Unnaer Str. 2
04720 Döbeln",Einrichtungsleiterin: Sabine Karlas,(03431)  60240,(03431)  602424,sz-doebeln@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-doebeln,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Dornreichenbach, Lossatal OT Dornreichenbach","Philipp-Müller-Platz 2
04808 Lossatal OT Dornreichenbach",Einrichtungsleiter: Heiko Jentzsch,(034262) 4910,(034262) 49190,sz-dornreichenbach@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-dornreichenbach,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Ehrenfriedersdorf, Ehrenfriedersdorf","Greifensteinstraße 18
09427 Ehrenfriedersdorf",Ansprechpartner: Herr Lang,037341-48650,037341-4865124,szehrenfriedersdorf@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Seniorenzentrum Lengefeld, Pockau-Lengefeld","August-Bebel-Weg 22
09514 Pockau-Lengefeld",Ansprechpartnerin: Frau Zeuner,037367-3040,037367-30424,szlengefeld@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Seniorenzentrum Markkleeberg, Markkleeberg","Hermann-Müller-Straße 2-4
04416 Markkleeberg",Einrichtungsleiter: Ingo Barthel,(0341) 35450,(0341) 3545351,sz-markkleeberg@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-markkleeberg,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Mittweida, Mittweida","Südstraße 2
09648 Mittweida",Ansprechpartnerin: Frau Kuba,03727-99810,03727-9981124,szmittweida@awo-suedsachsen.de,http://www.awo-suedsachsen.de,AWO Südsachsen gemeinnützige GmbH,http://www.awo-suedsachsen.de
"AWO Seniorenzentrum Mügeln, Mügeln","August-Bebel-Str. 10
04769 Mügeln",Einrichtungsleiterin: Annett Beyer,(034362) 4130,(034362) 413600,sz-muegeln@awo-sachsen-west.de,http://www.awo-sachsen-west.de/sz-muegeln,AWO Senioren- und Sozialzentrum gGmbH Sachsen-West,http://www.awo-sachsen-west.de
"AWO Seniorenzentrum Neue Welt, Treuen","Kastanienweg 2
08233 Treuen",Einrichtungsleiterin: Jeanette Damm,037468 6350,037468 635414,j.damm@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
